Intern_ID,Name,Age,Gender,Education_Level,Location,Department,Duration,Stipend,Mentor_Assigned,Mentor_Meetings,Tasks_Completed,Attendance_%,Status
INT0983,Intern_983,21,Female,PhD,Islamabad,IT,6 Months,Paid,No,0,5,63.7,Completed
INT0984,Intern_984,21,Female,PhD,Peshawar,Marketing,3 Months,Unpaid,No,0,4,54.6,Completed
INT0985,Intern_985,26,Male,Undergraduate,Multan,Design,3 Months,Unpaid,No,0,31,76.8,Dropped
INT0986,Intern_986,28,Female,Undergraduate,Peshawar,Finance,6 Months,Paid,No,0,40,57.2,Completed
INT0987,Intern_987,20,Female,Undergraduate,Bahawalpur,Data Science,1 Month,Unpaid,Yes,13,17,76.0,Dropped
INT0988,Intern_988,22,Female,PhD,Lahore,IT,6 Months,Paid,Yes,6,27,84.8,Completed
INT0989,Intern_989,24,Female,Undergraduate,Peshawar,Finance,6 Months,Paid,Yes,11,2,65.1,Completed
INT0990,Intern_990,24,Female,Graduate,Faisalabad,Engineering,1 Month,Unpaid,No,0,35,71.3,Dropped
INT0991,Intern_991,27,Female,Graduate,Multan,Data Science,1 Month,Paid,Yes,19,11,77.1,Dropped
INT0992,Intern_992,20,Female,PhD,Lahore,Design,3 Months,Paid,No,0,6,82.5,Completed
INT0993,Intern_993,27,Female,PhD,Lahore,Legal,6 Months,Unpaid,Yes,18,3,83.4,Completed
INT0994,Intern_994,22,Female,PhD,Faisalabad,Design,2 Months,Paid,Yes,15,8,67.5,Completed
INT0995,Intern_995,23,Male,Graduate,Peshawar,Operations,6 Months,Unpaid,No,0,43,63.2,Completed
INT0996,Intern_996,21,Female,Undergraduate,Karachi,Design,2 Months,Paid,Yes,11,34,91.0,Completed
INT0997,Intern_997,27,Male,PhD,Faisalabad,Legal,3 Months,Paid,No,0,26,59.6,Enrolled
INT0998,Intern_998,25,Male,PhD,Faisalabad,Design,1 Month,Paid,No,0,21,75.9,Completed
INT0999,Intern_999,23,Male,PhD,Lahore,Design,2 Months,Unpaid,Yes,17,11,97.4,Enrolled
INT1000,Intern_1000,19,Male,Graduate,Karachi,HR,1 Month,Paid,Yes,19,46,77.2,Completed
